E1,00,01,02,03,10,11,12,13,20,21,22,23,30,31,32,33
0.011473684210526316,0+-8.2174j,0+0j,-78.714+0j,0+0j,0+-6.86039j,0+0j,-94.2838+0j,0+0j,0+0j,-51.8993+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+-4.52334j
0.07431578947368421,0+-0.197327j,0+0j,-12.2428+0j,0+0j,0+-0.164741j,0+0j,-14.6645+0j,0+0j,0+0j,-8.07219+0j,0+0j,0+0j,0+0j,0+0j,0+0j,0+-0.10862j
0.10573684210526316,8.88178e-16+-0.0974844j,0+0j,-8.6055+1.04083e-17j,0+0j,-8.88178e-16+-0.081386j,0+0j,-10.3077+-6.93889e-18j,0+0j,0+0j,-5.67396+0j,0+0j,0+0j,0+0j,3.46945e-18+0j,0+0j,0+-0.0536611j
