metric,value
mean_toy,0.6773991860895301
median_toy,0.6773991860895301
mean_kita_interp,134.99318299989156
median_kita_interp,30.758450400919372
scale_mean,0.005018025140499682
scale_median,0.022023189636018937
lin_slope,-0.0004749321204869392
lin_intercept,0.74151178474295
