E1,K_fro,K_spec,K_pauli,off_diag_im,off_diag_re,max_off_diag,im_trace,N_fro,N_spec,N_pauli
0.12856410256410256,17.53679303486465,17.506325814125137,3.8902194143259625,0.8644932031835473,0.0,3.8902194143259625,-18.539605271664694,1.1354442707247647,1.2718457317048242,3.022651901155883
0.13366666666666666,18.867791148540668,18.839191524717904,4.043296337402886,0.8985102972006414,0.0,4.043296337402886,-19.877654581329384,0.026406850211607602,0.013935950398514224,2.1839750206155863
0.13876923076923078,20.251551870935344,20.224670156481366,4.19637326047981,0.9325273912177354,0.0,4.19637326047981,-21.26777621183564,3.807785391948586,3.857318860486562,1.3287935553645693
0.14387179487179488,21.687988891865864,21.662688263371745,4.3494501835567325,0.9665444852348295,0.0,4.3494501835567325,-22.709970163183435,3.0944918875725214,3.102657282738008,0.5573956768074397
0.14897435897435898,23.177028716368905,23.15318444248288,4.502527106633655,1.0005615792519233,0.0,4.502527106633655,-24.20423643537278,1.4586999895895505,1.508260944052045,0.04877668133842223
0.15407692307692308,24.718608506442045,24.696107057448945,4.655604029710578,1.0345786732690174,0.0,4.655604029710578,-25.750575028403684,1.6168389902211842,1.694640099894416,0.4366926313444753
0.15917948717948718,26.312674321243993,26.291412442634353,4.808680952787501,1.0685957672861113,0.0,4.808680952787501,-27.348985942276133,0.2947161964455352,0.25174052931589114,0.5873220596661949
0.16428205128205128,27.95917967749348,27.93906347733405,4.961757875864425,1.1026128613032056,0.0,4.961757875864425,-28.999469176990136,4.411420040051459,4.398208933075297,0.5165773131440686
0.16938461538461538,29.658084367631247,29.639028446516615,5.114834798941348,1.1366299553202994,0.0,5.114834798941348,-30.702024732545695,4.984952130429049,4.977075966059999,0.27155662203134134
0.17448717948717948,31.409353485995126,31.391280124875212,5.267911722018271,1.1706470493373935,0.0,5.267911722018271,-32.4566526089428,9.541864632051783e-07,5.029264593347377e-05,0.07733502514171921
0.17958974358974358,33.212956623353676,33.19579503599962,5.420988645095194,1.2046641433544876,0.0,5.420988645095194,-34.26335280618145,4.962945862907945,4.975367812512361,0.4472661327662304
0.18469230769230768,35.06886719814713,35.05255284972837,5.5740655681721165,1.2386812373715814,0.0,5.5740655681721165,-36.12212532426166,4.0421087335884565,4.091924228298918,0.755345737415033
0.18979487179487178,36.97706189911946,36.96153588918921,5.727142491249039,1.2726983313886755,0.0,5.727142491249039,-38.03297016318342,0.7335869928233915,0.7062451711579976,0.9307748016442148
0.1948974358974359,38.937520219038795,38.92272872541966,5.880219414325963,1.3067154254057696,0.0,5.880219414325963,-39.99588732294674,1.534743356747099,1.5925191609341733,0.9251208262987025
0.2,40.950224063175504,40.93611784231022,6.033296337402886,1.3407325194228636,0.0,6.033296337402886,-42.010876803551604,2.7459052208488792,2.7022237290931264,0.7193190979931575
