cxy,cyx,cxz,min_abs,site,max_weight,maj_score
0.09999999999999999,0.09,0.025,8.800057227700292e-11,198,0.1239883541132431,0.8596969506956976
0.09999999999999999,0.09,0.037500000000000006,8.800057227700292e-11,198,0.1239883541132431,0.8596969506956976
0.09999999999999999,0.09,0.05,8.800057227700292e-11,198,0.1239883541132431,0.8596969506956976
0.09999999999999999,0.09999999999999999,0.0,3.6719121702748835e-11,198,0.12789340083190556,0.707106781885736
0.09999999999999999,0.09999999999999999,0.0125,3.6719121702748835e-11,198,0.12789340083190556,0.707106781885736
0.09999999999999999,0.09999999999999999,0.025,3.6719121702748835e-11,198,0.12789340083190556,0.707106781885736
0.09999999999999999,0.09999999999999999,0.037500000000000006,3.6719121702748835e-11,198,0.12789340083190556,0.707106781885736
0.09999999999999999,0.09999999999999999,0.05,3.6719121702748835e-11,198,0.12789340083190556,0.707106781885736
0.09999999999999999,0.11,0.0,1.540923124962642e-11,198,0.13159737171274843,0.5232797103166408
0.09999999999999999,0.11,0.0125,1.540923124962642e-11,198,0.13159737171274843,0.5232797103166408
0.09999999999999999,0.11,0.025,1.540923124962642e-11,198,0.13159737171274843,0.5232797103166408
0.09999999999999999,0.11,0.037500000000000006,1.540923124962642e-11,198,0.13159737171274843,0.5232797103166408
0.09999999999999999,0.11,0.05,1.540923124962642e-11,198,0.13159737171274843,0.5232797103166408
0.09999999999999999,0.12,0.0,6.322622101886218e-12,198,0.13512207201398138,0.8455980104539351
0.09999999999999999,0.12,0.0125,6.322622101886218e-12,198,0.13512207201398138,0.8455980104539351
0.09999999999999999,0.12,0.025,6.322622101886218e-12,198,0.13512207201398138,0.8455980104539351
0.09999999999999999,0.12,0.037500000000000006,6.322622101886218e-12,198,0.13512207201398138,0.8455980104539351
0.09999999999999999,0.12,0.05,6.322622101886218e-12,198,0.13512207201398138,0.8455980104539351
0.09999999999999999,0.13,0.0,2.5579705454595266e-12,198,0.138505835485852,0.7067906127927387
0.09999999999999999,0.13,0.0125,2.5579705454595266e-12,198,0.138505835485852,0.7067906127927387
0.09999999999999999,0.13,0.025,2.5579705454595266e-12,198,0.138505835485852,0.7067906127927387
0.09999999999999999,0.13,0.037500000000000006,2.5579705454595266e-12,198,0.138505835485852,0.7067906127927387
0.09999999999999999,0.13,0.05,2.5579705454595266e-12,198,0.138505835485852,0.7067906127927387
0.09999999999999999,0.14,0.0,1.0390848137797756e-12,198,0.14172719535737402,0.6305414831576284
0.09999999999999999,0.14,0.0125,1.0390848137797756e-12,198,0.14172719535737402,0.6305414831576284
0.09999999999999999,0.14,0.025,1.0390848137797756e-12,198,0.14172719535737402,0.6305414831576284
0.09999999999999999,0.14,0.037500000000000006,1.0390848137797756e-12,198,0.14172719535737402,0.6305414831576284
0.09999999999999999,0.14,0.05,1.0390848137797756e-12,198,0.14172719535737402,0.6305414831576284
0.09999999999999999,0.15,0.0,4.311210505700483e-13,198,0.1450728464620895,0.8711142176436255
0.09999999999999999,0.15,0.0125,4.311210505700483e-13,198,0.1450728464620895,0.8711142176436255
0.09999999999999999,0.15,0.025,4.311210505700483e-13,198,0.1450728464620895,0.8711142176436255
0.09999999999999999,0.15,0.037500000000000006,4.311210505700483e-13,198,0.1450728464620895,0.8711142176436255
0.09999999999999999,0.15,0.05,4.311210505700483e-13,198,0.1450728464620895,0.8711142176436255
0.09999999999999999,0.16,0.0,1.8508804640832287e-13,198,0.14897641486941537,0.5422109999533612
0.09999999999999999,0.16,0.0125,1.8508804640832287e-13,198,0.14897641486941537,0.5422109999533612
0.09999999999999999,0.16,0.025,1.8508804640832287e-13,198,0.14897641486941537,0.5422109999533612
0.09999999999999999,0.16,0.037500000000000006,1.8508804640832287e-13,198,0.14897641486941537,0.5422109999533612
0.09999999999999999,0.16,0.05,1.8508804640832287e-13,198,0.14897641486941537,0.5422109999533612
0.09999999999999999,0.16999999999999998,0.0,8.112518338288281e-14,198,0.15369575008446626,0.8719014648010683
0.09999999999999999,0.16999999999999998,0.0125,8.112518338288281e-14,198,0.15369575008446626,0.8719014648010683
0.09999999999999999,0.16999999999999998,0.025,8.112518338288281e-14,198,0.15369575008446626,0.8719014648010683
0.09999999999999999,0.16999999999999998,0.037500000000000006,8.112518338288281e-14,198,0.15369575008446626,0.8719014648010683
0.09999999999999999,0.16999999999999998,0.05,8.112518338288281e-14,198,0.15369575008446626,0.8719014648010683
0.09999999999999999,0.18,0.0,3.563823722419194e-14,198,0.161165081549014,0.6305789873583837
0.09999999999999999,0.18,0.0125,3.563823722419194e-14,198,0.161165081549014,0.6305789873583837
0.09999999999999999,0.18,0.025,3.563823722419194e-14,198,0.161165081549014,0.6305789873583837
0.09999999999999999,0.18,0.037500000000000006,3.563823722419194e-14,198,0.161165081549014,0.6305789873583837
