t,a,b,c,q0,q1,q2,q3,phi
0.905,0.29276107161793463,0.0631994043726143,0.23497395226604373,0.9814548931946979,0.14844432341721195,0.013952560037958004,0.12048195523719407,0.0181
0.91,0.2926448172534208,0.06404687843231403,0.23779182433729243,0.9812722320192506,0.14845454337516062,0.014166753238148463,0.12192357574283966,0.0182
0.915,0.29251918040275104,0.06489590892557384,0.24061626032421607,0.9810875361892285,0.14846117022686983,0.014381804756257603,0.12336811160494547,0.0183
0.92,0.29238452354880906,0.06574636570348863,0.24344692979942817,0.9809007878498913,0.14846437973799703,0.014597670386793039,0.12481538512440216,0.0184
0.925,0.29224121228136335,0.06659811895104792,0.24628350026849713,0.9807119700988812,0.1484643486472727,0.014814305089431934,0.12626521789562403,0.018500000000000003
0.93,0.29208961529706745,0.06745103918713584,0.24912563716994646,0.9805210670041951,0.14846125465857665,0.015031662967973876,0.1277174308173054,0.018600000000000002
0.935,0.2919301043990845,0.06830499726478301,0.25197300387557237,0.980328063621552,0.14845527643289147,0.015249697249974624,0.12917184410325758,0.0187
0.9400000000000001,0.2917630524173282,0.06915986584286982,0.25482526345661627,0.9801329460116015,0.14844659266369906,0.015468360993744778,0.13062827824527093,0.0188
0.9450000000000001,0.2915888347026769,0.07001551859397045,0.25768207743052957,0.9799357012401713,0.148435382750107,0.015687606681706916,0.13208655336317596,0.0189
0.9500000000000001,0.29140783043354695,0.07087182909154979,0.26054310464106345,0.979736317398427,0.14842182735455045,0.01590738565353834,0.13354648859844406,0.019000000000000003
0.9550000000000001,0.29122042068705967,0.07172867203142565,0.26340800288804395,0.9795347836205657,0.14840610753766612,0.016127648693920447,0.13500790299288315,0.019100000000000002
0.96,0.2910269884390411,0.07258592323176859,0.26627642892737174,0.9793310900929694,0.1483884047546029,0.01634834601914862,0.1364706154970314,0.0192
0.965,0.2908279185640223,0.07344345963310213,0.2691480384710227,0.9791252280626688,0.14836890085144677,0.016569427264381115,0.1379344449783693,0.0193
0.97,0.29062359783523883,0.07430115929830258,0.2720224861870471,0.9789171898451118,0.14834777806176355,0.01679084147153193,0.1393992102293444,0.0194
0.975,0.2904144149246314,0.0751589014125991,0.2748994256995702,0.978706968831234,0.14832521900326567,0.017012537077813035,0.14086472997520405,0.0195
0.98,0.29020076040284537,0.0760165662835737,0.2777785095887921,0.9784945594938271,0.14830140667460665,0.017234461904931078,0.14233082288162985,0.0196
0.985,0.28998302673923104,0.07687403534116126,0.28065938939098745,0.9782799573932003,0.14827652445230974,0.01745656314894364,0.1437973075621684,0.0197
0.99,0.2897616083018435,0.07773119113764948,0.283541715598506,0.9780631591821346,0.14825075608783475,0.0176787873707801,0.1452640025854535,0.0198
0.995,0.28953690135744264,0.07858791734767895,0.2864251376597722,0.9778441626101214,0.14822428570478943,0.017901080487432042,0.14673072648221264,0.0199
1.0,0.28930930407149325,0.07944409876824307,0.28930930397928517,0.977622966526886,0.14819729779629012,0.018123387763818385,0.14819729775205334,0.02
