Jx,Jy,Jz,residual_norm
0.0,0.0,0.0,0.0
0.0,0.0,0.7853981633974483,0.0
0.0,0.0,1.5707963267948966,0.0
0.0,0.0,2.356194490192345,0.0
0.0,0.0,3.141592653589793,0.0
0.0,0.0,3.9269908169872414,3.1401849173675503e-16
0.0,0.0,4.71238898038469,0.0
0.0,0.0,5.497787143782138,0.0
0.0,0.7853981633974483,0.0,0.0
0.0,0.7853981633974483,0.7853981633974483,2.828427124746188
0.0,0.7853981633974483,1.5707963267948966,6.568167990716596e-16
0.0,0.7853981633974483,2.356194490192345,3.9999999999999973
0.0,0.7853981633974483,3.141592653589793,1.1827914066321619e-15
0.0,0.7853981633974483,3.9269908169872414,2.8284271247461885
0.0,0.7853981633974483,4.71238898038469,1.4707836392670892e-15
0.0,0.7853981633974483,5.497787143782138,3.9999999999999973
0.0,1.5707963267948966,0.0,1.0674587249590383e-32
0.0,1.5707963267948966,0.7853981633974483,6.661338147750936e-16
0.0,1.5707963267948966,1.5707963267948966,4.4441850671614e-32
0.0,1.5707963267948966,2.356194490192345,5.214370723753092e-16
0.0,1.5707963267948966,3.141592653589793,1.0386031464993322e-31
0.0,1.5707963267948966,3.9269908169872414,5.851054748178194e-16
0.0,1.5707963267948966,4.71238898038469,1.868306908230364e-31
0.0,1.5707963267948966,5.497787143782138,1.7791092371061667e-15
0.0,2.356194490192345,0.0,0.0
0.0,2.356194490192345,0.7853981633974483,3.9999999999999973
0.0,2.356194490192345,1.5707963267948966,5.266250202865052e-16
0.0,2.356194490192345,2.356194490192345,2.8284271247461885
0.0,2.356194490192345,3.141592653589793,1.0906210770260937e-15
0.0,2.356194490192345,3.9269908169872414,3.9999999999999973
0.0,2.356194490192345,4.71238898038469,1.0934428697813141e-15
0.0,2.356194490192345,5.497787143782138,2.8284271247461885
0.0,3.141592653589793,0.0,1.0674587249590383e-32
0.0,3.141592653589793,0.7853981633974483,1.0760640177358176e-15
0.0,3.141592653589793,1.5707963267948966,1.0070385470512767e-31
0.0,3.141592653589793,2.356194490192345,1.2259854878015244e-15
0.0,3.141592653589793,3.141592653589793,2.1375844309078448e-31
0.0,3.141592653589793,3.9269908169872414,1.7791092371061667e-15
0.0,3.141592653589793,4.71238898038469,3.254144611118462e-31
0.0,3.141592653589793,5.497787143782138,6.83895265955017e-15
0.0,3.9269908169872414,0.0,2.482534153247273e-16
0.0,3.9269908169872414,0.7853981633974483,2.8284271247461885
0.0,3.9269908169872414,1.5707963267948966,5.822058658345461e-16
0.0,3.9269908169872414,2.356194490192345,3.9999999999999973
0.0,3.9269908169872414,3.141592653589793,2.027487329997432e-15
0.0,3.9269908169872414,3.9269908169872414,2.8284271247461885
0.0,3.9269908169872414,4.71238898038469,3.263375893225244e-15
0.0,3.9269908169872414,5.497787143782138,3.999999999999998
0.0,4.71238898038469,0.0,8.606127376289897e-32
0.0,4.71238898038469,0.7853981633974483,1.5941137298746679e-15
0.0,4.71238898038469,1.5707963267948966,1.9154861985829046e-31
0.0,4.71238898038469,2.356194490192345,1.215890008599374e-15
0.0,4.71238898038469,3.141592653589793,3.254728157184503e-31
0.0,4.71238898038469,3.9269908169872414,3.1540100415382477e-15
0.0,4.71238898038469,4.71238898038469,4.876156440823298e-31
0.0,4.71238898038469,5.497787143782138,2.2820678642019974e-15
0.0,5.497787143782138,0.0,0.0
0.0,5.497787143782138,0.7853981633974483,3.9999999999999973
0.0,5.497787143782138,1.5707963267948966,1.6504651808933464e-15
0.0,5.497787143782138,2.356194490192345,2.8284271247461885
0.0,5.497787143782138,3.141592653589793,6.987793459885332e-15
0.0,5.497787143782138,3.9269908169872414,3.999999999999998
0.0,5.497787143782138,4.71238898038469,2.175583928816829e-15
0.0,5.497787143782138,5.497787143782138,2.8284271247461885
0.7853981633974483,0.0,0.0,0.0
0.7853981633974483,0.0,0.7853981633974483,2.828427124746188
0.7853981633974483,0.0,1.5707963267948966,6.568167990716596e-16
0.7853981633974483,0.0,2.356194490192345,3.9999999999999973
0.7853981633974483,0.0,3.141592653589793,1.1827914066321619e-15
0.7853981633974483,0.0,3.9269908169872414,2.8284271247461885
0.7853981633974483,0.0,4.71238898038469,1.4707836392670892e-15
0.7853981633974483,0.0,5.497787143782138,3.9999999999999973
0.7853981633974483,0.7853981633974483,0.0,2.828427124746189
0.7853981633974483,0.7853981633974483,0.7853981633974483,4.1540741810552233e-16
0.7853981633974483,0.7853981633974483,1.5707963267948966,2.828427124746189
0.7853981633974483,0.7853981633974483,2.356194490192345,3.999999999999999
0.7853981633974483,0.7853981633974483,3.141592653589793,2.8284271247461894
0.7853981633974483,0.7853981633974483,3.9269908169872414,9.066267172130017e-16
0.7853981633974483,0.7853981633974483,4.71238898038469,2.8284271247461885
0.7853981633974483,0.7853981633974483,5.497787143782138,3.999999999999999
0.7853981633974483,1.5707963267948966,0.0,5.324442579404919e-16
0.7853981633974483,1.5707963267948966,0.7853981633974483,2.828427124746188
0.7853981633974483,1.5707963267948966,1.5707963267948966,5.978733960281817e-16
0.7853981633974483,1.5707963267948966,2.356194490192345,3.9999999999999973
0.7853981633974483,1.5707963267948966,3.141592653589793,1.318316798730503e-15
0.7853981633974483,1.5707963267948966,3.9269908169872414,2.828427124746188
0.7853981633974483,1.5707963267948966,4.71238898038469,1.2560739669470201e-15
0.7853981633974483,1.5707963267948966,5.497787143782138,3.999999999999998
0.7853981633974483,2.356194490192345,0.0,3.9999999999999973
0.7853981633974483,2.356194490192345,0.7853981633974483,3.9999999999999987
0.7853981633974483,2.356194490192345,1.5707963267948966,3.9999999999999973
0.7853981633974483,2.356194490192345,2.356194490192345,3.9999999999999987
0.7853981633974483,2.356194490192345,3.141592653589793,3.9999999999999973
0.7853981633974483,2.356194490192345,3.9269908169872414,3.9999999999999982
0.7853981633974483,2.356194490192345,4.71238898038469,3.9999999999999973
0.7853981633974483,2.356194490192345,5.497787143782138,3.9999999999999973
0.7853981633974483,3.141592653589793,0.0,8.671119018262734e-16
0.7853981633974483,3.141592653589793,0.7853981633974483,2.8284271247461885
0.7853981633974483,3.141592653589793,1.5707963267948966,1.4432899320127035e-15
0.7853981633974483,3.141592653589793,2.356194490192345,3.9999999999999973
0.7853981633974483,3.141592653589793,3.141592653589793,1.4602703977091186e-15
0.7853981633974483,3.141592653589793,3.9269908169872414,2.828427124746189
0.7853981633974483,3.141592653589793,4.71238898038469,4.014496453433779e-15
0.7853981633974483,3.141592653589793,5.497787143782138,3.9999999999999973
0.7853981633974483,3.9269908169872414,0.0,2.828427124746188
0.7853981633974483,3.9269908169872414,0.7853981633974483,8.205698631791649e-16
0.7853981633974483,3.9269908169872414,1.5707963267948966,2.828427124746188
0.7853981633974483,3.9269908169872414,2.356194490192345,3.9999999999999982
0.7853981633974483,3.9269908169872414,3.141592653589793,2.8284271247461885
0.7853981633974483,3.9269908169872414,3.9269908169872414,2.147983920922856e-15
0.7853981633974483,3.9269908169872414,4.71238898038469,2.8284271247461876
0.7853981633974483,3.9269908169872414,5.497787143782138,3.9999999999999982
0.7853981633974483,4.71238898038469,0.0,1.4686870114880516e-15
0.7853981633974483,4.71238898038469,0.7853981633974483,2.828427124746188
0.7853981633974483,4.71238898038469,1.5707963267948966,1.1322097734007351e-15
0.7853981633974483,4.71238898038469,2.356194490192345,3.999999999999998
0.7853981633974483,4.71238898038469,3.141592653589793,4.722038386559099e-15
0.7853981633974483,4.71238898038469,3.9269908169872414,2.8284271247461876
0.7853981633974483,4.71238898038469,4.71238898038469,1.5161761050816639e-15
0.7853981633974483,4.71238898038469,5.497787143782138,3.9999999999999973
0.7853981633974483,5.497787143782138,0.0,3.9999999999999973
0.7853981633974483,5.497787143782138,0.7853981633974483,3.9999999999999982
0.7853981633974483,5.497787143782138,1.5707963267948966,3.9999999999999973
0.7853981633974483,5.497787143782138,2.356194490192345,3.9999999999999982
0.7853981633974483,5.497787143782138,3.141592653589793,3.9999999999999973
0.7853981633974483,5.497787143782138,3.9269908169872414,3.999999999999998
0.7853981633974483,5.497787143782138,4.71238898038469,3.9999999999999973
0.7853981633974483,5.497787143782138,5.497787143782138,3.9999999999999987
1.5707963267948966,0.0,0.0,1.0674587249590383e-32
1.5707963267948966,0.0,0.7853981633974483,6.661338147750936e-16
1.5707963267948966,0.0,1.5707963267948966,4.4441850671614e-32
1.5707963267948966,0.0,2.356194490192345,5.214370723753092e-16
1.5707963267948966,0.0,3.141592653589793,1.0386031464993322e-31
1.5707963267948966,0.0,3.9269908169872414,5.851054748178194e-16
1.5707963267948966,0.0,4.71238898038469,1.868306908230364e-31
1.5707963267948966,0.0,5.497787143782138,1.7791092371061667e-15
1.5707963267948966,0.7853981633974483,0.0,5.324442579404919e-16
1.5707963267948966,0.7853981633974483,0.7853981633974483,2.828427124746188
1.5707963267948966,0.7853981633974483,1.5707963267948966,5.978733960281817e-16
1.5707963267948966,0.7853981633974483,2.356194490192345,3.9999999999999973
1.5707963267948966,0.7853981633974483,3.141592653589793,1.318316798730503e-15
1.5707963267948966,0.7853981633974483,3.9269908169872414,2.828427124746188
1.5707963267948966,0.7853981633974483,4.71238898038469,1.2560739669470201e-15
1.5707963267948966,0.7853981633974483,5.497787143782138,3.999999999999998
1.5707963267948966,1.5707963267948966,0.0,1.079840598967877e-31
1.5707963267948966,1.5707963267948966,0.7853981633974483,6.212658503050445e-16
1.5707963267948966,1.5707963267948966,1.5707963267948966,1.0486118180523166e-31
1.5707963267948966,1.5707963267948966,2.356194490192345,6.961169944110518e-16
1.5707963267948966,1.5707963267948966,3.141592653589793,1.6844214562967987e-31
1.5707963267948966,1.5707963267948966,3.9269908169872414,1.050895030800797e-15
1.5707963267948966,1.5707963267948966,4.71238898038469,1.6782089838254223e-31
1.5707963267948966,1.5707963267948966,5.497787143782138,4.030447253023354e-15
1.5707963267948966,2.356194490192345,0.0,3.6821932062951477e-16
1.5707963267948966,2.356194490192345,0.7853981633974483,3.9999999999999973
1.5707963267948966,2.356194490192345,1.5707963267948966,6.080941944488118e-16
1.5707963267948966,2.356194490192345,2.356194490192345,2.8284271247461885
1.5707963267948966,2.356194490192345,3.141592653589793,1.2362920382602608e-15
1.5707963267948966,2.356194490192345,3.9269908169872414,3.9999999999999982
1.5707963267948966,2.356194490192345,4.71238898038469,2.6517834400543865e-15
1.5707963267948966,2.356194490192345,5.497787143782138,2.828427124746189
1.5707963267948966,3.141592653589793,0.0,1.3015411195362011e-31
1.5707963267948966,3.141592653589793,0.7853981633974483,1.3861446850603274e-15
1.5707963267948966,3.141592653589793,1.5707963267948966,1.7129303644456123e-31
1.5707963267948966,3.141592653589793,2.356194490192345,1.0609092116670249e-15
1.5707963267948966,3.141592653589793,3.141592653589793,3.0461563980131546e-31
1.5707963267948966,3.141592653589793,3.9269908169872414,2.596850610105117e-15
1.5707963267948966,3.141592653589793,4.71238898038469,4.213195265344744e-31
1.5707963267948966,3.141592653589793,5.497787143782138,2.134056104592499e-15
1.5707963267948966,3.9269908169872414,0.0,5.324442579404919e-16
1.5707963267948966,3.9269908169872414,0.7853981633974483,2.828427124746188
1.5707963267948966,3.9269908169872414,1.5707963267948966,1.6671838818017823e-15
1.5707963267948966,3.9269908169872414,2.356194490192345,3.999999999999998
1.5707963267948966,3.9269908169872414,3.141592653589793,4.146649556387571e-15
1.5707963267948966,3.9269908169872414,3.9269908169872414,2.828427124746188
1.5707963267948966,3.9269908169872414,4.71238898038469,1.041481514324134e-15
1.5707963267948966,3.9269908169872414,5.497787143782138,3.9999999999999973
1.5707963267948966,4.71238898038469,0.0,1.5152650860244618e-31
1.5707963267948966,4.71238898038469,0.7853981633974483,1.3516726943665004e-15
1.5707963267948966,4.71238898038469,1.5707963267948966,1.5639879319571888e-31
1.5707963267948966,4.71238898038469,2.356194490192345,2.987991646658721e-15
1.5707963267948966,4.71238898038469,3.141592653589793,3.988593010228791e-31
1.5707963267948966,4.71238898038469,3.9269908169872414,1.4876541389682219e-15
1.5707963267948966,4.71238898038469,4.71238898038469,4.11767965811192e-31
1.5707963267948966,4.71238898038469,5.497787143782138,6.576880772618045e-15
1.5707963267948966,5.497787143782138,0.0,4.2276033262255756e-16
1.5707963267948966,5.497787143782138,0.7853981633974483,3.999999999999998
1.5707963267948966,5.497787143782138,1.5707963267948966,3.635874466792547e-15
1.5707963267948966,5.497787143782138,2.356194490192345,2.8284271247461885
1.5707963267948966,5.497787143782138,3.141592653589793,1.0590852655056278e-15
1.5707963267948966,5.497787143782138,3.9269908169872414,3.9999999999999973
1.5707963267948966,5.497787143782138,4.71238898038469,6.102188125317063e-15
1.5707963267948966,5.497787143782138,5.497787143782138,2.828427124746188
2.356194490192345,0.0,0.0,0.0
2.356194490192345,0.0,0.7853981633974483,3.9999999999999973
2.356194490192345,0.0,1.5707963267948966,5.266250202865052e-16
2.356194490192345,0.0,2.356194490192345,2.8284271247461885
2.356194490192345,0.0,3.141592653589793,1.0906210770260937e-15
2.356194490192345,0.0,3.9269908169872414,3.9999999999999973
2.356194490192345,0.0,4.71238898038469,1.0934428697813141e-15
2.356194490192345,0.0,5.497787143782138,2.8284271247461885
2.356194490192345,0.7853981633974483,0.0,3.9999999999999973
2.356194490192345,0.7853981633974483,0.7853981633974483,3.9999999999999987
2.356194490192345,0.7853981633974483,1.5707963267948966,3.9999999999999973
2.356194490192345,0.7853981633974483,2.356194490192345,3.9999999999999987
2.356194490192345,0.7853981633974483,3.141592653589793,3.9999999999999973
2.356194490192345,0.7853981633974483,3.9269908169872414,3.9999999999999982
2.356194490192345,0.7853981633974483,4.71238898038469,3.9999999999999973
2.356194490192345,0.7853981633974483,5.497787143782138,3.9999999999999973
2.356194490192345,1.5707963267948966,0.0,3.6821932062951477e-16
2.356194490192345,1.5707963267948966,0.7853981633974483,3.9999999999999973
2.356194490192345,1.5707963267948966,1.5707963267948966,6.080941944488118e-16
2.356194490192345,1.5707963267948966,2.356194490192345,2.8284271247461885
2.356194490192345,1.5707963267948966,3.141592653589793,1.2362920382602608e-15
2.356194490192345,1.5707963267948966,3.9269908169872414,3.9999999999999982
2.356194490192345,1.5707963267948966,4.71238898038469,2.6517834400543865e-15
2.356194490192345,1.5707963267948966,5.497787143782138,2.828427124746189
2.356194490192345,2.356194490192345,0.0,2.828427124746189
2.356194490192345,2.356194490192345,0.7853981633974483,3.999999999999999
2.356194490192345,2.356194490192345,1.5707963267948966,2.8284271247461894
2.356194490192345,2.356194490192345,2.356194490192345,6.629514773037248e-16
