tc,cross_comp_2,score,target_residual,braid_res,ybe_res,best_axis
0.9416666666666667,0.04999999999999999,6.426876349382376,1.9489314402738827,1.9159511769295139,2.56199373217898,z
0.9416666666666667,0.05833333333333332,6.291514161337085,1.8949115962883147,1.8038705071020011,2.592732057946769,z
0.9416666666666667,0.06666666666666665,6.170464463998652,1.8404004565012517,1.7048309170800566,2.625233090417344,z
0.9416666666666667,0.07499999999999998,6.06524612269809,1.7856798284005961,1.620404755976461,2.659161538321033,z
0.9416666666666667,0.08333333333333331,5.977018567499367,1.7310708755064799,1.5519082565625566,2.69403943543033,z
0.9416666666666667,0.09166666666666665,5.906550480546587,1.6769381970292925,1.5003547342022294,2.7292575493150646,z
0.9416666666666667,0.1,5.854211471437894,1.6236938074922331,1.4664214523796415,2.7640962115660193,z
0.9500000000000001,-0.1,7.188789058398765,1.0920603140776945,3.8917062839247385,2.2050224603963327,z
0.9500000000000001,-0.09166666666666667,7.190944450728719,1.160552971771248,3.8151778830057284,2.2152135959517425,z
0.9500000000000001,-0.08333333333333334,7.180873179743749,1.2288759840600016,3.729219164343312,2.2227780313404346,z
0.9500000000000001,-0.07500000000000001,7.158611136762011,1.2969256421759356,3.6339066145669334,2.227778880019142,z
0.9500000000000001,-0.06666666666666668,7.124418561741399,1.3645954029036558,3.529505247737462,2.2303179111002804,z
0.9500000000000001,-0.05833333333333334,7.078800398147407,1.4317758626024137,3.416481635762991,2.2305428997820025,z
0.9500000000000001,-0.05,7.022521710290675,1.49835480036323,3.295511736034607,2.228655173892839,z
0.9500000000000001,-0.04166666666666667,6.956616860383404,1.5642172748459868,3.167482907789831,2.224916677747587,z
0.9500000000000001,-0.03333333333333334,6.8823912333846184,1.6292457641781082,3.0334898023095254,2.2196556668969856,z
0.9500000000000001,-0.02500000000000001,6.801414455830688,1.6933203414192675,2.8948241574763847,2.213269956935036,z
0.9500000000000001,-0.016666666666666677,6.715504293223342,1.7563188801463245,2.752958901098901,2.2062265119781164,z
0.9500000000000001,-0.008333333333333345,6.626700741463141,1.8181172860769914,2.6095273330556945,2.199056122330455,z
0.9500000000000001,0.0,6.537230255850504,1.8785897515692185,2.4662984590462327,2.1923420452350526,z
0.9500000000000001,0.008333333333333331,6.449460568865105,1.9376090304562736,2.3251497103737626,2.186701828035069,x
0.9500000000000001,0.016666666666666663,6.365847074220933,1.9950467311023043,2.188038199566518,2.18276214355211,x
0.9500000000000001,0.024999999999999994,6.186001916772685,1.9479033691393102,2.0569712043928723,2.1811273432405027,x
0.9500000000000001,0.033333333333333326,6.0058710291911215,1.8895519015247462,1.9339756270099857,2.182343500656389,x
0.9500000000000001,0.04166666666666666,5.838002176669713,1.8300766476121109,1.8210647208456745,2.1868608082119283,z
0.9500000000000001,0.04999999999999999,5.684896207915792,1.769699492204638,1.720198661931096,2.194998053780058,z
0.9500000000000001,0.05833333333333332,5.54882656108234,1.7086789800263393,1.6332343168023757,2.206913264253624,z
0.9500000000000001,0.06666666666666665,5.431760407364239,1.6473159241459618,1.5618602287517016,2.222584254466575,z
0.9500000000000001,0.07499999999999998,5.335278693626083,1.5859598850007275,1.507517083085669,2.241801725539687,z
0.9500000000000001,0.08333333333333331,5.260504671956103,1.5250165012263768,1.4713122709909239,2.2641758997388024,z
0.9500000000000001,0.09166666666666665,5.20805830978003,1.4649555101963827,1.4539469774107265,2.2891558221729205,z
0.9500000000000001,0.1,5.178056839558629,1.4063190464308972,1.4556789684268128,2.316058824700918,z
0.9583333333333334,-0.1,7.022802687820009,1.2549264230669728,3.6801482409117106,2.087728023841325,z
0.9583333333333334,-0.09166666666666667,6.995490501883401,1.3242043518147701,3.588545037835093,2.082741112233538,z
0.9583333333333334,-0.08333333333333334,6.9555577171421845,1.3931189761988025,3.4886244859928146,2.0738142549505674,z
0.9583333333333334,-0.07500000000000001,6.903361452850742,1.4615609756591241,3.3807539717173998,2.0610465054742177,z
0.9583333333333334,-0.06666666666666668,6.839489289634404,1.5294182027457748,3.2654719626579363,2.0445991242306936,z
0.9583333333333334,-0.05833333333333334,6.764772856247006,1.5965757815182493,3.1434920662482817,2.0247050084804763,z
0.9583333333333334,-0.05,6.6802974193320015,1.6629162461620624,3.015703095178059,2.00167807799188,z
0.9583333333333334,-0.04166666666666667,6.587406970853394,1.7283197131014938,2.883165287797151,1.9759219699547486,z
0.9583333333333334,-0.03333333333333334,6.487704413109694,1.7926640817113824,2.747103156528705,1.9479371748696064,z
0.9583333333333334,-0.02500000000000001,6.383046523211527,1.8558252599446814,2.608895770290248,1.9183254929765976,y
0.9583333333333334,-0.016666666666666677,6.275533409046743,1.917677412009287,2.4700655700304104,1.8877904270070465,y
0.9583333333333334,-0.008333333333333345,6.16749210977856,1.9780932257806287,2.332266989602869,1.8571318943950617,y
0.9583333333333334,0.0,5.9868699941920545,1.9623603986481704,2.1972760763256476,1.8272335192182372,y
0.9583333333333334,0.008333333333333331,5.767269941038796,1.9012472935542293,2.0669817739023477,1.7990408735822185,x
0.9583333333333334,0.016666666666666663,5.555367957864551,1.8384601573466757,1.9433782618841116,1.7735295386337635,x
0.9583333333333334,0.024999999999999994,5.354371949307832,1.7741536228134924,1.8285554251660672,1.7516629013282718,x
0.9583333333333334,0.033333333333333326,5.16753324956349,1.7085109874748519,1.7246810035880042,1.7343412585006335,z
0.9583333333333334,0.04166666666666666,4.998058952670745,1.6417492961028404,1.6339637389582182,1.7223459176096867,z
0.9583333333333334,0.04999999999999999,4.8489935966182705,1.5741256642981076,1.5585838229483477,1.7162841093718149,z
0.9583333333333334,0.05833333333333332,4.723066202127371,1.5059451494329155,1.5005791211910526,1.716541931503403,z
0.9583333333333334,0.06666666666666665,4.622510852028315,1.437570515261727,1.46168787382282,1.7232524629437678,z
0.9583333333333334,0.07499999999999998,4.548890311563177,1.3694342415105798,1.4431718332439254,1.7362842368086713,z
0.9583333333333334,0.08333333333333331,4.502973225241024,1.3020530499803646,1.4456684120573517,1.7552517632033073,z
0.9583333333333334,0.09166666666666665,4.48471718736872,1.2360449620081984,1.4691264529944263,1.7795457723660957,z
0.9583333333333334,0.1,4.493379629254585,1.1721483109848319,1.5128537388631405,1.8083775794066128,z
0.9666666666666667,-0.1,6.698116870067232,1.4179837594402565,3.462697097356346,1.81743601327063,z
0.9666666666666667,-0.09166666666666667,6.643247276964174,1.4871097051388178,3.358453365506064,1.7976842063192915,z
0.9666666666666667,-0.08333333333333334,6.576281699743738,1.5556773688882055,3.2471404521199356,1.7734638787355979,z
0.9666666666666667,-0.07500000000000001,6.497779274121547,1.6235718826056975,3.1292880691345535,1.7449193223812964,z
0.9666666666666667,-0.06666666666666668,6.408506093480397,1.6906758671975834,3.0055635064572956,1.7122667198255177,z
0.9666666666666667,-0.05833333333333334,6.309446583902248,1.7568695886791161,2.876772607509518,1.6758043877136135,z
0.9666666666666667,-0.05,6.20181465614877,1.8220311440968882,2.743859875573219,1.6359236364786625,y
0.9666666666666667,-0.04166666666666667,6.08706549160201,1.8860366732625784,2.6079088147909633,1.593120003548468,y
0.9666666666666667,-0.03333333333333334,5.96690904089118,1.9487605932126084,2.4701440278538773,1.5480044198246936,y
0.9666666666666667,-0.02500000000000001,5.823123656660195,1.9898731279861332,2.331936990461835,1.5013135382122271,y
0.9666666666666667,-0.016666666666666677,5.576351638933359,1.9276160314807163,2.194817682499435,1.4539179249532077,y
0.9666666666666667,-0.008333333333333345,5.330585724107188,1.8632655659183985,2.060494129730491,1.406826028458298,y
0.9666666666666667,0.0,5.088977898680725,1.796916203352076,1.9308809138450205,1.361180781483629,y
0.9666666666666667,0.008333333333333331,4.855061167996148,1.728681700909996,1.8081349841144627,1.3182444829716888,x
0.9666666666666667,0.016666666666666663,4.632756412352029,1.6586984166228134,1.6946913489464381,1.2793666467827771,x
0.9666666666666667,0.024999999999999994,4.426340255381676,1.5871295778328627,1.5932810615267106,1.2459296160221025,z
0.9666666666666667,0.033333333333333326,4.240339474614734,1.5141708383883523,1.5068995148138358,1.2192691214125453,z
0.9666666666666667,0.04166666666666666,4.079310275169802,1.440057587468651,1.438680031305328,1.200572656395823,z
0.9666666666666667,0.04999999999999999,3.947473805323753,1.36507464565403,1.3916319008814855,1.1907672587882374,z
0.9666666666666667,0.05833333333333332,3.8482325667647848,1.2895692131931573,1.3682462220381701,1.190417131533457,z
0.9666666666666667,0.06666666666666665,3.7836845558034766,1.2139682233914169,1.3700610571657224,1.1996552752463372,z
0.9666666666666667,0.07499999999999998,3.75432576229828,1.1388015738942479,1.3973566627298386,1.2181675256741935,z
0.9666666666666667,0.08333333333333331,3.7590964995502993,1.0647329559097631,1.4491307120421737,1.2452328315983625,z
0.9666666666666667,0.09166666666666665,3.7957697281712086,0.9925998861195856,1.5233627137686114,1.2798071282830115,z
0.9666666666666667,0.1,3.8615193661425167,0.9234633795201922,1.6174279305770318,1.3206280560452925,z
0.9750000000000001,-0.1,6.224606598213274,1.577672519087606,3.246428486246348,1.4005055928793197,z
0.9750000000000001,-0.09166666666666667,6.147945175348092,1.645722154470332,3.1304537406864035,1.371769280191356,z
0.9750000000000001,-0.08333333333333334,6.060126011717417,1.7130171548183695,3.0081742471416217,1.3389346097574253,z
0.9750000000000001,-0.07500000000000001,5.961709304192756,1.7794380567217667,2.880110949025174,1.3021602984458154,y
0.9750000000000001,-0.06666666666666668,5.853422459481043,1.844863333010462,2.7468895741967403,1.2616695522738404,y
0.9750000000000001,-0.05833333333333334,5.736177332124955,1.909169583960416,2.609247712853036,1.2177600353115032,y
0.9750000000000001,-0.05,5.611094034090201,1.9722317531615567,2.4680464085855998,1.1708158723430449,y
