mu_site,cxy,cyx,min_abs,site,max_weight,maj_sim
-5.0,0.129,0.136,4.998257537539663,5,0.009944780563594137,0.013253751405510772
-5.0,0.129,0.14300000000000002,4.99339009897296,184,0.009944780557693557,0.02479466980017797
-5.0,0.129,0.15000000000000002,4.985897333240064,54,0.009949641094449953,0.03581156917498096
-5.0,0.129,0.15700000000000003,4.976208948881602,147,0.009944780559249765,0.04533281911957687
-5.0,0.129,0.16400000000000003,4.964705068930047,99,0.009949641026529487,0.05425195746605327
-5.0,0.129,0.171,4.952481089207745,99,0.009949641079506756,0.055567910364223816
-5.0,0.129,0.17800000000000002,4.940306191416915,99,0.00994964108118708,0.05688433906634105
-5.0,0.129,0.185,4.9281807393231505,99,0.009949641079186278,0.058201208019904804
-5.0,0.129,0.192,4.916105098796242,100,0.009949641079053703,0.05951848122988135
-5.0,0.129,0.199,4.90407963779918,100,0.009949641079133528,0.06083612225779289
-5.0,0.129,0.20600000000000002,4.892104726376372,100,0.009949641078911293,0.062154094220920775
-5.0,0.129,0.21300000000000002,4.880180736641105,99,0.009949641079366965,0.06347235979162891
-5.0,0.129,0.22,4.868308042762206,100,0.009949641078889244,0.06479088119680576
-5.0,0.136,0.08,4.907061865232612,100,0.009949641078660774,0.04130505783735472
-5.0,0.136,0.08700000000000001,4.922254439255206,100,0.009949641078875245,0.04243627109508852
-5.0,0.136,0.094,4.937479639330819,100,0.009949641078200826,0.04355629541124417
-5.0,0.136,0.101,4.952737164572389,100,0.009949641080796122,0.04466527634120765
-5.0,0.136,0.10800000000000001,4.96802671715422,100,0.009949641075876153,0.045763357195296006
-5.0,0.136,0.115,4.9825916550236595,118,0.009949641082055108,0.03930356377238986
-5.0,0.136,0.12200000000000001,4.9926550553801325,16,0.009949641087838718,0.0261604840235099
-5.0,0.136,0.129,4.998257537539663,5,0.009944780563594137,0.013253751405510661
-5.0,0.136,0.136,5.000001807326094,199,0.019899278569919843,0.0004248555593558967
-5.0,0.136,0.14300000000000002,4.998427021814065,96,0.009949641079080102,0.012310922733190899
-5.0,0.136,0.15000000000000002,4.9940207549329925,6,0.009944780559689115,0.023797642126429985
-5.0,0.136,0.15700000000000003,4.9872075940676535,154,0.009949641094416775,0.03370693112486023
-5.0,0.136,0.16400000000000003,4.978363576693523,184,0.00994964109372341,0.04354469610282419
-5.0,0.136,0.171,4.967819812972172,57,0.009949641111435365,0.052347580532845495
-5.0,0.136,0.17800000000000002,4.955950417421403,100,0.009949641103248226,0.05790286589639104
-5.0,0.136,0.185,4.94386333492571,99,0.009949641077215727,0.05921339801664571
-5.0,0.136,0.192,4.931826093588206,100,0.009949641079723712,0.06052430264203634
-5.0,0.136,0.199,4.919839059244073,100,0.00994964107924704,0.06183554354828957
-5.0,0.136,0.20600000000000002,4.9079025997691845,100,0.009949641078940695,0.0631470840752798
-5.0,0.136,0.21300000000000002,4.896017085067207,100,0.00994964107901997,0.06445888712645831
-5.0,0.136,0.22,4.884182887055958,100,0.009949641079142427,0.0657709151683985
-5.0,0.14300000000000002,0.08,4.8943736507090705,99,0.009949641078844228,0.04266275880673975
-5.0,0.14300000000000002,0.08700000000000001,4.909605488051219,100,0.009949641078919045,0.04378757921073928
-5.0,0.14300000000000002,0.094,4.924869792425122,100,0.009949641079062516,0.04490124647528004
-5.0,0.14300000000000002,0.101,4.94016626287736,100,0.009949641078570189,0.0460039061687284
-5.0,0.14300000000000002,0.10800000000000001,4.955494601540115,100,0.009949641079287946,0.047095701604972895
-5.0,0.14300000000000002,0.115,4.970854513602882,100,0.00994964110437717,0.0481767738823371
-5.0,0.14300000000000002,0.12200000000000001,4.984374040294738,138,0.009949641081164733,0.03726315821831838
-5.0,0.14300000000000002,0.129,4.99339009897296,184,0.009944780557693557,0.02479466980017775
-5.0,0.14300000000000002,0.136,4.998427021814065,96,0.009949641079080102,0.012310922733190899
-5.0,0.14300000000000002,0.14300000000000002,5.000001998162337,0,0.019899278182419027,0.0004467084573097635
-5.0,0.14300000000000002,0.15000000000000002,4.99857480719686,14,0.009944780557902877,0.01205515127876744
-5.0,0.14300000000000002,0.15700000000000003,4.9945644321237745,3,0.00994478055660802,0.02252618661568695
-5.0,0.14300000000000002,0.16400000000000003,4.9883432199687645,192,0.00994478055766198,0.0323964535338096
-5.0,0.14300000000000002,0.171,4.980239876941304,198,0.009949641404553393,0.04195954702889515
-5.0,0.14300000000000002,0.17800000000000002,4.970541364397078,181,0.00994964108508851,0.050053603032124916
-5.0,0.14300000000000002,0.185,4.959506077268901,105,0.009944780573987518,0.05805757272310286
-5.0,0.14300000000000002,0.192,4.947576346139184,100,0.009949641092415121,0.06152021145186348
-5.0,0.14300000000000002,0.199,4.935627564184931,100,0.009949641079544942,0.06282509300442951
-5.0,0.14300000000000002,0.20600000000000002,4.923729380489913,100,0.009949641078734953,0.06413024350547891
-5.0,0.14300000000000002,0.21300000000000002,4.911882162750695,100,0.009949641079893006,0.06543562609127207
-5.0,0.14300000000000002,0.22,4.90008628063718,100,0.009949641078604998,0.06674120346965395
-5.0,0.15000000000000002,0.08,4.8817327379509114,100,0.00994964107886961,0.044021321821008264
-5.0,0.15000000000000002,0.08700000000000001,4.897003894253009,100,0.009949641078657154,0.0451397118356317
-5.0,0.15000000000000002,0.094,4.9123073564637565,100,0.009949641078729306,0.046246985213257874
-5.0,0.15000000000000002,0.101,4.9276428235920395,100,0.009949641079097453,0.04734328752389105
-5.0,0.15000000000000002,0.10800000000000001,4.9430099977563975,100,0.00994964107848597,0.04842876207379254
-5.0,0.15000000000000002,0.115,4.958408584156073,100,0.009949641078619184,0.04950354994474582
-5.0,0.15000000000000002,0.12200000000000001,4.973716495141325,117,0.009949641093386917,0.0475687125750216
-5.0,0.15000000000000002,0.129,4.985897333240064,54,0.009949641094449953,0.03581156917498107
-5.0,0.15000000000000002,0.136,4.9940207549329925,6,0.009944780559689115,0.023797642126429874
-5.0,0.15000000000000002,0.14300000000000002,4.99857480719686,14,0.009944780557902877,0.01205515127876744
-5.0,0.15000000000000002,0.15000000000000002,5.000002198574585,0,0.019899277783216516,0.0004685599195050072
-5.0,0.15000000000000002,0.15700000000000003,4.998702505352056,165,0.009949641084709953,0.010802146589019235
-5.0,0.15000000000000002,0.16400000000000003,4.995038539812562,76,0.009949641082120804,0.021837024536564664
-5.0,0.15000000000000002,0.171,4.989336161748967,168,0.009944780566818492,0.03148369801823947
-5.0,0.15000000000000002,0.17800000000000002,4.981881806006974,130,0.0099496410884156,0.03969371040178504
-5.0,0.15000000000000002,0.185,4.972932558285681,184,0.009949641091656207,0.04831171139643342
-5.0,0.15000000000000002,0.192,4.962717289435198,93,0.009949641082203363,0.05591591385871364
-5.0,0.15000000000000002,0.199,4.951435675012318,136,0.00994964115006984,0.06295824443931952
-5.0,0.15000000000000002,0.20600000000000002,4.9395847906751635,100,0.009949641081009436,0.06510370219571449
-5.0,0.15000000000000002,0.21300000000000002,4.927775692208229,99,0.009949641080419345,0.06640270621436506
-5.0,0.15000000000000002,0.22,4.916017946433736,100,0.009949641078164321,0.06770187546115225
-5.0,0.15700000000000003,0.08,4.869139495362558,99,0.00994964107906992,0.045380712012253355
-5.0,0.15700000000000003,0.08700000000000001,4.884450024398547,99,0.009949641078795575,0.046492634244605036
-5.0,0.15700000000000003,0.094,4.899792696113356,100,0.009949641078731076,0.04759347704663652
-5.0,0.15700000000000003,0.101,4.915167209507318,100,0.009949641079673452,0.04868338597846389
-5.0,0.15700000000000003,0.10800000000000001,4.930573266714282,100,0.009949641078631576,0.049762504327341084
-5.0,0.15700000000000003,0.115,4.946010572971966,99,0.00994964107940299,0.05083097314728202
-5.0,0.15700000000000003,0.12200000000000001,4.961478836592453,100,0.009949641082194292,0.05188893129794825
-5.0,0.15700000000000003,0.129,4.976208948881602,147,0.009944780559249765,0.045332819119577095
-5.0,0.15700000000000003,0.136,4.9872075940676535,154,0.009949641094416775,0.03370693112486034
-5.0,0.15700000000000003,0.14300000000000002,4.9945644321237745,3,0.00994478055660802,0.02252618661568695
-5.0,0.15700000000000003,0.15000000000000002,4.998702505352056,165,0.009949641084709953,0.010802146589019235
-5.0,0.15700000000000003,0.15700000000000003,5.000002408562835,199,0.019899277372190678,0.0004904099459732691
-5.0,0.15700000000000003,0.16400000000000003,4.99881325410482,181,0.009944780556796137,0.010329050012710783
-5.0,0.15700000000000003,0.171,4.995452719158301,13,0.009949641087869459,0.020972703160007766
-5.0,0.15700000000000003,0.17800000000000002,4.990206877334793,184,0.009944780606926065,0.030297559553238207
-5.0,0.15700000000000003,0.185,4.983326883703736,4,0.00994478056028722,0.03828273048756825
-5.0,0.15700000000000003,0.192,4.975044703305584,198,0.00994964108395207,0.04636146787632478
-5.0,0.15700000000000003,0.199,4.965562737962072,182,0.009944780558973998,0.05405922849847544
-5.0,0.15700000000000003,0.20600000000000002,4.955060051459617,25,0.009944780558810084,0.06080011027201471
-5.0,0.15700000000000003,0.21300000000000002,4.943697399030354,100,0.00994964002260428,0.06736025496458686
-5.0,0.15700000000000003,0.22,4.93197761046416,100,0.009949641084334368,0.06865305843871128
-5.0,0.16400000000000003,0.08,4.856594293773031,99,0.009949641079084541,0.04674089401759307
-5.0,0.16400000000000003,0.08700000000000001,4.8719442474084405,100,0.009949641078933522,0.04784631122601113
-5.0,0.16400000000000003,0.094,4.887326178381692,100,0.00994964107866035,0.04894068691876974
-5.0,0.16400000000000003,0.101,4.9027397857142265,99,0.009949641079525477,0.05002416663438325
-5.0,0.16400000000000003,0.10800000000000001,4.9181847715846105,100,0.009949641078442107,0.0510968936295394
-5.0,0.16400000000000003,0.115,4.933660841298245,99,0.009949641079229948,0.0521590089190761
-5.0,0.16400000000000003,0.12200000000000001,4.949167703257188,100,0.009949641077443273,0.0532106513152133
-5.0,0.16400000000000003,0.129,4.964705068930047,99,0.009949641026529487,0.05425195746605327
-5.0,0.16400000000000003,0.136,4.978363576693523,184,0.00994964109372341,0.04354469610282441
-5.0,0.16400000000000003,0.14300000000000002,4.9883432199687645,192,0.00994478055766198,0.03239645353380949
-5.0,0.16400000000000003,0.15000000000000002,4.995038539812562,76,0.009949641082120804,0.021837024536564664
-5.0,0.16400000000000003,0.15700000000000003,4.99881325410482,181,0.009944780556796137,0.010329050012710672
-5.0,0.16400000000000003,0.16400000000000003,5.000002628127087,0,0.01989926009165801,0.0005122585367466348
-5.0,0.16400000000000003,0.171,4.998911332749391,18,0.009944780576748757,0.010772076645923279
-5.0,0.16400000000000003,0.17800000000000002,4.9958160197874335,169,0.009944780556157011,0.019930880479231305
-5.0,0.16400000000000003,0.185,4.990972950302294,140,0.009944780555299775,0.02883203030014514
-5.0,0.16400000000000003,0.192,4.984607066518318,7,0.009944780558109908,0.03730782065327787
-5.0,0.16400000000000003,0.199,4.976920826779273,147,0.009949641100704907,0.04445598424545616
-5.0,0.16400000000000003,0.20600000000000002,4.968095964557087,141,0.009949641083173987,0.051731226684202714
-5.0,0.16400000000000003,0.21300000000000002,4.958295075531377,119,0.009944780557028375,0.0587059873434268
-5.0,0.16400000000000003,0.22,4.947664944376903,20,0.009944780558476507,0.0652291751545776
-5.0,0.171,0.08,4.844097506430828,100,0.009949641079065163,0.0481018319769535
-5.0,0.171,0.08700000000000001,4.859486934580317,99,0.009949641079019403,0.049200707079637196
-5.0,0.171,0.094,4.874908172611624,99,0.009949641079257132,0.05028857929296182
-5.0,0.171,0.101,4.890360919597427,100,0.00994964107874154,0.05136559412193986
-5.0,0.171,0.10800000000000001,4.905844877790915,100,0.009949641078575227,0.05243189478095256
-5.0,0.171,0.115,4.921359752594836,100,0.00994964107965032,0.05348762223408088
-5.0,0.171,0.12200000000000001,4.93690525253064,100,0.009949641078689377,0.0545329152346834
-5.0,0.171,0.129,4.952481089207745,99,0.009949641079506756,0.055567910364223816
-5.0,0.171,0.136,4.967819812972172,57,0.009949641111435365,0.05234758053284572
-5.0,0.171,0.14300000000000002,4.980239876941304,198,0.009949641404553393,0.04195954702889515
-5.0,0.171,0.15000000000000002,4.989336161748967,168,0.009944780566818492,0.03148369801823969
-5.0,0.171,0.15700000000000003,4.995452719158301,13,0.009949641087869459,0.020972703160007766
-5.0,0.171,0.16400000000000003,4.998911332749391,18,0.009944780576748757,0.01077207664592339
-5.0,0.171,0.171,5.000002857267342,0,0.019899276472861046,0.0005341056918563014
-5.0,0.171,0.17800000000000002,4.998995473859447,73,0.009949641079521851,0.010170862252930402
-5.0,0.171,0.185,4.996139775551584,22,0.009949641081274566,0.018709220683540195
-5.0,0.171,0.192,4.991655546306154,109,0.009949641079800859,0.0280414313477938
-5.0,0.171,0.199,4.985745597534528,31,0.009944780555887161,0.03605735094973239
-5.0,0.171,0.20600000000000002,4.9785931129954974,174,0.009949641184954604,0.04364889074275713
-5.0,0.171,0.21300000000000002,4.97035989431345,198,0.009944780564744016,0.04997333353364708
-5.0,0.171,0.22,4.9611946019514965,11,0.009944780556763016,0.057133665913248755
-5.0,0.17800000000000002,0.08,4.831649508998075,99,0.009949641079090372,0.049463489530950366
-5.0,0.17800000000000002,0.08700000000000001,4.847078459582512,99,0.009949641078993541,0.050555785614729176
-5.0,0.17800000000000002,0.094,4.862539050474309,99,0.009949641078942107,0.05163711815062666
-5.0,0.17800000000000002,0.101,4.878030980827998,100,0.009949641079773712,0.05270763259806721
-5.0,0.17800000000000002,0.10800000000000001,4.89355395300178,100,0.0099496410790422,0.053767472117204895
-5.0,0.17800000000000002,0.115,4.909107672525862,100,0.009949641079474521,0.054816777609611345
-5.0,0.17800000000000002,0.12200000000000001,4.924691848070964,100,0.009949641079629727,0.0558556877581895
-5.0,0.17800000000000002,0.129,4.940306191416915,99,0.00994964108118708,0.05688433906634094
